#Unique identifier for interactor A	Unique identifier for interactor B	Alternative identifier for interactor A	Alternative identifier for interactor B	Aliases for A	Aliases for B	Interaction detection methods	First author	Identifier of the publication	NCBI Taxonomy identifier for interactor A	NCBI Taxonomy identifier for interactor B	Interaction types	Source databases	Interaction identifier(s)	Confidence score	Complex expansion	Biological role A	Biological role B	Experimental role A	Experimental role B	Interactor type A	Interactor type B	Xref for interactor A	Xref for interactor B	Xref for the interaction	Annotations for interactor A	Annotations for interactor B	Annotations for the interaction	NCBI Taxonomy identifier for the host organism	Parameters of the interaction	Creation date	Update date	Checksum for interactor A	Checksum for interactor B	Checksum for interaction	negative	Feature(s) for interactor A	Feature(s) for interactor B	Stoichiometry for interactor A	Stoichiometry for interactor B	Participant identification method for interactor A	Participant identification method for interactor B
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_2|imex:IM-16015-2	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-554|his_tag:n-n	sufficient_binding_site:25-554|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_3|imex:IM-16015-3	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-561|his_tag:n-n	sufficient_binding_site:25-561|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_4|imex:IM-16015-4	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-573|his_tag:n-n	sufficient_binding_site:25-573|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_5|imex:IM-16015-5	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-587|his_tag:n-n	sufficient_binding_site:25-587|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_6|imex:IM-16015-6	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-602|his_tag:n-n	sufficient_binding_site:25-602|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_7|imex:IM-16015-7	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-642|his_tag:n-n	sufficient_binding_site:25-642|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_8|imex:IM-16015-8	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-738|his_tag:n-n	sufficient_binding_site:25-738|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_9|imex:IM-16015-9	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-388|his_tag:n-n	sufficient_binding_site:25-388|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_10|imex:IM-16015-10	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-442|his_tag:n-n	sufficient_binding_site:25-442|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_11|imex:IM-16015-11	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-483|his_tag:n-n	sufficient_binding_site:25-483|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_12|imex:IM-16015-12	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-500|his_tag:n-n	sufficient_binding_site:25-500|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_13|imex:IM-16015-13	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-521|his_tag:n-n	sufficient_binding_site:25-521|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_14|imex:IM-16015-14	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-541|his_tag:n-n	sufficient_binding_site:25-541|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_15|imex:IM-16015-15	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-682|his_tag:n-n|sufficient_binding_site:25-682|his_tag:n-n	sufficient_binding_site:25-682|his_tag:n-n|sufficient_binding_site:25-682|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_16|imex:IM-16015-16	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1, table 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542,547-547	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542,547-547	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_17|imex:IM-16015-17	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1, table 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542,547-547,574-574,579-579	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542,547-547,574-574,579-579	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_18|imex:IM-16015-18	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1, table 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542,546-546,547-547	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542,546-546,547-547	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0071"(molecular sieving)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_19|imex:IM-16015-19	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Table 1, table 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542	sufficient_binding_site:25-738|his_tag:n-n|mutation_decreasing_interaction:542-542	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60568	uniprotkb:O60568	matrixdb:O60568	matrixdb:O60568	uniprotkb:plod3(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__O60568_20955792_MatrixDB_20|imex:IM-16015-20	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 6C"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:25-738|myc_tag:n-n|sufficient_binding_site:25-738|his_tag:n-n	sufficient_binding_site:25-738|myc_tag:n-n|sufficient_binding_site:25-738|his_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:Q02809	uniprotkb:O60568	matrixdb:Q02809	matrixdb:O60568	uniprotkb:plod1(gene name)	uniprotkb:plod3(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Heikkinen et al.(2011)	pubmed:20955792|imex:IM-16015	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60568__Q02809_20955792_MatrixDB_1|imex:IM-16015-21	-	-	psi-mi:"MI:0503"(self)	psi-mi:"MI:0503"(self)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 6C"	taxid:-1("in vitro")	-	-	-	-	-	-	-	sufficient_binding_site:19-727|his_tag:n-n	sufficient_binding_site:25-738|myc_tag:n-n	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0705"(anti tag western blot)
uniprotkb:O60603	uniprotkb:P21810	matrixdb:O60603	matrixdb:P21810	uniprotkb:tlr2(gene name)	uniprotkb:bgn(gene name)	psi-mi:"MI:1247"(microscale thermophoresis)	Moreth et al.(2014)	pubmed:24480070|imex:IM-22963	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O60603__P21810_24480070_MatrixDB_1|imex:IM-22963-1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:31 ~5(nanomolar)	-	-	-	-	-	-	sufficient_binding_site:1-590	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:O75173	uniprotkb:P16112	matrixdb:O75173	matrixdb:P16112	uniprotkb:ADAMTS4(gene name)	uniprotkb:acan(gene name)	psi-mi:"MI:0435"(protease assay)	Struglics et al.(2010)	pubmed:19744558|imex:IM-16024	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0570"(protein cleavage)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O75173__P16112_19744558_MatrixDB_1|imex:IM-16024-2	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 2A, 2C,2D,2F"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0086"(polyclonal antibody western blot)
uniprotkb:O75173	uniprotkb:P16112	matrixdb:O75173	matrixdb:P16112	uniprotkb:ADAMTS4(gene name)	uniprotkb:acan(gene name)	psi-mi:"MI:0435"(protease assay)	Struglics et al.(2010)	pubmed:19744558|imex:IM-16024	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0570"(protein cleavage)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O75173__P16112_19744558_MatrixDB_2|imex:IM-16024-3	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 2B"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0072"(monoclonal antibody western blot)
uniprotkb:O75173	uniprotkb:P35625	matrixdb:O75173	matrixdb:P35625	uniprotkb:ADAMTS4(gene name)	uniprotkb:TIMP3(gene name)	psi-mi:"MI:0435"(protease assay)	Troeberg et al.(2009)	pubmed:19643179|imex:IM-12208	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O75173__P35625_19643179_MatrixDB_1|imex:IM-12208-7	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0586"(inhibitor)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure Figure 3 ; Table 2"	taxid:-1("in vitro")	-	-	-	-	-	-	-	flag_tag:c-c	sufficient_binding_site:1-121|flag_tag:c-c	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0039"(edman degradation)
uniprotkb:O76061	uniprotkb:P28300	matrixdb:O76061	matrixdb:P28300	uniprotkb:stc2(gene name)	uniprotkb:lox(gene name)	psi-mi:"MI:0096"(pull down)	Cain et al.(2009)	pubmed:19755719|imex:IM-14134	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O76061__P28300_19755719_MatrixDB_1|imex:IM-14134-39	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 4"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	his_tag:n-6	-	-	psi-mi:"MI:0082"(peptide massfingerprinting)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:O76061	uniprotkb:P35555	matrixdb:O76061	matrixdb:P35555	uniprotkb:stc2(gene name)	uniprotkb:fbn1(gene name)	psi-mi:"MI:0096"(pull down)	Cain et al.(2009)	pubmed:19755719|imex:IM-14134	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O76061__P35555_19755719_MatrixDB_1|imex:IM-14134-15	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 3"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:1-489|his_tag:n-6	-	-	psi-mi:"MI:0082"(peptide massfingerprinting)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:O76061	uniprotkb:P35555	matrixdb:O76061	matrixdb:P35555	uniprotkb:stc2(gene name)	uniprotkb:fbn1(gene name)	psi-mi:"MI:0096"(pull down)	Cain et al.(2009)	pubmed:19755719|imex:IM-14134	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:O76061__P35555_19755719_MatrixDB_2|imex:IM-14134-16	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 3"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:330-722|his_tag:n-6	-	-	psi-mi:"MI:0082"(peptide massfingerprinting)	psi-mi:"MI:0396"(predetermined participant)
